,A,B,text,target,stem
726,5,41,يَا أَيُّهَا الرَّسُولُ لَا يَحْزُنكَ الَّذِينَ يُسَارِعُونَ فِي الْكُفْرِ مِنَ الَّذِينَ قَالُوا آمَنَّا بِأَفْوَاهِهِمْ وَلَمْ تُؤْمِن قُلُوبُهُمْ وَمِنَ الَّذِينَ هَادُوا سَمَّاعُونَ لِلْكَذِبِ سَمَّاعُونَ لِقَوْمٍ آخَرِينَ لَمْ يَأْتُوكَ يُحَرِّفُونَ الْكَلِمَ مِن بَعْدِ مَوَاضِعِهِ يَقُولُونَ إِنْ أُوتِيتُمْ هَذَا فَخُذُوهُ وَإِن لَّمْ تُؤْتَوْهُ فَاحْذَرُوا وَمَن يُرِدِ اللَّهُ فِتْنَتَهُ فَلَن تَمْلِكَ لَهُ مِنَ اللَّهِ شَيْئًا أُولَئِكَ الَّذِينَ لَمْ يُرِدِ اللَّهُ أَن يُطَهِّرَ قُلُوبَهُمْ لَهُمْ فِي الدُّنْيَا خِزْيٌ وَلَهُمْ فِي الْآخِرَةِ عَذَابٌ عَظِيمٌ,710,"['قول', 'آمن', 'كلم', 'قوم', 'رسول', 'خذ', 'شيئ', 'أت', 'نت', 'عذاب', 'لن', 'كفر', 'سارع', 'عظيم', 'ؤم', 'قلوب', 'كذب', 'آخري', 'لم', 'تي', 'حز', 'هاد', 'حرف', 'مواضع', 'خز', 'بعد', 'حذر', 'أولئك', 'رد', 'مل', 'لم', 'آخرة', 'دني', 'أفواه', 'ؤت', 'له', 'سماع', 'طهر']"
727,5,42,سَمَّاعُونَ لِلْكَذِبِ أَكَّالُونَ لِلسُّحْتِ فَإِن جَاءُوكَ فَاحْكُم بَيْنَهُمْ أَوْ أَعْرِضْ عَنْهُمْ وَإِن تُعْرِضْ عَنْهُمْ فَلَن يَضُرُّوكَ شَيْئًا وَإِنْ حَكَمْتَ فَاحْكُم بَيْنَهُم بِالْقِسْطِ إِنَّ اللَّهَ يُحِبُّ الْمُقْسِطِينَ,711,"['لن', 'عرض', 'مقسط', 'بين', 'جاء', 'كذب', 'سحت', 'شيئ', 'عرض', 'قسط', 'حكم', 'له', 'حب', 'سماع', 'حكم', 'عن', 'ضر', 'كال']"
728,5,43,وَكَيْفَ يُحَكِّمُونَكَ وَعِندَهُمُ التَّوْرَاةُ فِيهَا حُكْمُ اللَّهِ ثُمَّ يَتَوَلَّوْنَ مِن بَعْدِ ذَلِكَ وَمَا أُولَئِكَ بِالْمُؤْمِنِينَ,712,"['حكم', 'كيف', 'عند', 'بعد', 'له', 'تورا', 'أولئك', 'مؤمن', 'تول', 'حكم']"
729,5,61,وَإِذَا جَاءُوكُمْ قَالُوا آمَنَّا وَقَد دَّخَلُوا بِالْكُفْرِ وَهُمْ قَدْ خَرَجُوا بِهِ وَاللَّهُ أَعْلَمُ بِمَا كَانُوا يَكْتُمُونَ,730,"['كتم', 'آمن', 'خرج', 'كفر', 'جاء', 'إذا', 'له', 'دخل', 'علم']"
730,70,15,كَلَّا إِنَّهَا لَظَى,5390,"['ظى', 'كلا']"
731,5,44,إِنَّا أَنزَلْنَا التَّوْرَاةَ فِيهَا هُدًى وَنُورٌ يَحْكُمُ بِهَا النَّبِيُّونَ الَّذِينَ أَسْلَمُوا لِلَّذِينَ هَادُوا وَالرَّبَّانِيُّونَ وَالْأَحْبَارُ بِمَا اسْتُحْفِظُوا مِن كِتَابِ اللَّهِ وَكَانُوا عَلَيْهِ شُهَدَاءَ فَلَا تَخْشَوُا النَّاسَ وَاخْشَوْنِ وَلَا تَشْتَرُوا بِآيَاتِي ثَمَنًا قَلِيلًا وَمَن لَّمْ يَحْكُم بِمَا أَنزَلَ اللَّهُ فَأُولَئِكَ هُمُ الْكَافِرُونَ,713,"['على', 'ور', 'رباني', 'خش', 'أولئك', 'شهداء', 'تاب', 'نبي', 'آيات', 'لم', 'اللذين', 'تورا', 'أحبار', 'هدى', 'نزل', 'هاد', 'شتر', 'نزل', 'لا', 'قليل', 'سلم', 'بها', 'ناس', 'له', 'حكم', 'كافر', 'ستحفظ', 'خشو', 'ثم']"
732,5,45,وَكَتَبْنَا عَلَيْهِمْ فِيهَا أَنَّ النَّفْسَ بِالنَّفْسِ وَالْعَيْنَ بِالْعَيْنِ وَالْأَنفَ بِالْأَنفِ وَالْأُذُنَ بِالْأُذُنِ وَالسِّنَّ بِالسِّنِّ وَالْجُرُوحَ قِصَاصٌ فَمَن تَصَدَّقَ بِهِ فَهُوَ كَفَّارَةٌ لَّهُ وَمَن لَّمْ يَحْكُم بِمَا أَنزَلَ اللَّهُ فَأُولَئِكَ هُمُ الظَّالِمُونَ,714,"['أنف', 'فار', 'من', 'أولئك', 'قصاص', 'جروح', 'صدق', 'أنف', 'لم', 'هو', 'سن', 'سن', 'عين', 'ظالم', 'نزل', 'تب', 'عين', 'نفس', 'نفس', 'له', 'أذن', 'حكم', 'أذن']"
733,5,46,وَقَفَّيْنَا عَلَى آثَارِهِم بِعِيسَى ابْنِ مَرْيَمَ مُصَدِّقًا لِّمَا بَيْنَ يَدَيْهِ مِنَ التَّوْرَاةِ وَآتَيْنَاهُ الْإِنجِيلَ فِيهِ هُدًى وَنُورٌ وَمُصَدِّقًا لِّمَا بَيْنَ يَدَيْهِ مِنَ التَّوْرَاةِ وَهُدًى وَمَوْعِظَةً لِّلْمُتَّقِينَ,715,"['مصدق', 'آتين', 'ور', 'بن', 'عيسى', 'إنجيل', 'قف', 'آثارهم', 'مصدق', 'لما', 'موعظ', 'دي', 'متق', 'تورا', 'هدى', 'هدى', 'مريم']"
734,5,47,وَلْيَحْكُمْ أَهْلُ الْإِنجِيلِ بِمَا أَنزَلَ اللَّهُ فِيهِ وَمَن لَّمْ يَحْكُم بِمَا أَنزَلَ اللَّهُ فَأُولَئِكَ هُمُ الْفَاسِقُونَ,716,"['نزل', 'إنجيل', 'لم', 'أولئك', 'هل', 'له', 'حكم', 'فاسق', 'حكم']"
735,5,48,وَأَنزَلْنَا إِلَيْكَ الْكِتَابَ بِالْحَقِّ مُصَدِّقًا لِّمَا بَيْنَ يَدَيْهِ مِنَ الْكِتَابِ وَمُهَيْمِنًا عَلَيْهِ فَاحْكُم بَيْنَهُم بِمَا أَنزَلَ اللَّهُ وَلَا تَتَّبِعْ أَهْوَاءَهُمْ عَمَّا جَاءَكَ مِنَ الْحَقِّ لِكُلٍّ جَعَلْنَا مِنكُمْ شِرْعَةً وَمِنْهَاجًا وَلَوْ شَاءَ اللَّهُ لَجَعَلَكُمْ أُمَّةً وَاحِدَةً وَلَكِن لِّيَبْلُوَكُمْ فِي مَا آتَاكُمْ فَاسْتَبِقُوا الْخَيْرَاتِ إِلَى اللَّهِ مَرْجِعُكُمْ جَمِيعًا فَيُنَبِّئُكُم بِمَا كُنتُمْ فِيهِ تَخْتَلِفُونَ,717,"['مصدق', 'على', 'شاء', 'ستبق', 'منهاج', 'عما', 'حكم', 'بل', 'لو', 'جعل', 'مة', 'لكن', 'حق', 'نبئ', 'احد', 'مهيم', 'نزل', 'تبع', 'شرع', 'خير', 'ختلف', 'هواء', 'مرجع', 'نزل', 'جاء', 'جعل', 'آت', 'دي', 'كتاب', 'له', 'حق', 'بين', 'لما']"
736,5,49,وَأَنِ احْكُم بَيْنَهُم بِمَا أَنزَلَ اللَّهُ وَلَا تَتَّبِعْ أَهْوَاءَهُمْ وَاحْذَرْهُمْ أَن يَفْتِنُوكَ عَن بَعْضِ مَا أَنزَلَ اللَّهُ إِلَيْكَ فَإِن تَوَلَّوْا فَاعْلَمْ أَنَّمَا يُرِيدُ اللَّهُ أَن يُصِيبَهُم بِبَعْضِ ذُنُوبِهِمْ وَإِنَّ كَثِيرًا مِّنَ النَّاسِ لَفَاسِقُونَ,718,"['نزل', 'تبع', 'ريد', 'ول', 'حذر', 'صيب', 'ذنوب', 'بعض', 'ناس', 'نم', 'فاسقو', 'هواء', 'له', 'فتن', 'بين', 'حكم', 'علم', 'بعض']"
737,5,50,أَفَحُكْمَ الْجَاهِلِيَّةِ يَبْغُونَ وَمَنْ أَحْسَنُ مِنَ اللَّهِ حُكْمًا لِّقَوْمٍ يُوقِنُونَ,719,"['حكم', 'حس', 'قوم', 'جاهل', 'له', 'بغ', 'حكم', 'وقن']"
738,5,51,يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَتَّخِذُوا الْيَهُودَ وَالنَّصَارَى أَوْلِيَاءَ بَعْضُهُمْ أَوْلِيَاءُ بَعْضٍ وَمَن يَتَوَلَّهُم مِّنكُمْ فَإِنَّهُ مِنْهُمْ إِنَّ اللَّهَ لَا يَهْدِي الْقَوْمَ الظَّالِمِينَ,720,"['بعض', 'لياء', 'يهود', 'قوم', 'آمنو', 'ظالم', 'تول', 'هدي', 'من', 'تخذ', 'له', 'إن', 'نصارى', 'بعض']"
739,5,52,فَتَرَى الَّذِينَ فِي قُلُوبِهِم مَّرَضٌ يُسَارِعُونَ فِيهِمْ يَقُولُونَ نَخْشَى أَن تُصِيبَنَا دَائِرَةٌ فَعَسَى اللَّهُ أَن يَأْتِيَ بِالْفَتْحِ أَوْ أَمْرٍ مِّنْ عِندِهِ فَيُصْبِحُوا عَلَى مَا أَسَرُّوا فِي أَنفُسِهِمْ نَادِمِينَ,721,"['عسى', 'سارع', 'قول', 'خشى', 'قلوب', 'فتح', 'أتي', 'نفس', 'صبح', 'مر', 'رى', 'في', 'دائر', 'له', 'سر', 'صيب', 'مرض', 'نادم']"
740,5,53,وَيَقُولُ الَّذِينَ آمَنُوا أَهَؤُلَاءِ الَّذِينَ أَقْسَمُوا بِاللَّهِ جَهْدَ أَيْمَانِهِمْ إِنَّهُمْ لَمَعَكُمْ حَبِطَتْ أَعْمَالُهُمْ فَأَصْبَحُوا خَاسِرِينَ,722,"['خاسر', 'آمنو', 'عمال', 'ما', 'قسم', 'له', 'أصبح', 'هؤلاء', 'جهد', 'حبط', 'قول', 'مع']"
741,5,54,يَا أَيُّهَا الَّذِينَ آمَنُوا مَن يَرْتَدَّ مِنكُمْ عَن دِينِهِ فَسَوْفَ يَأْتِي اللَّهُ بِقَوْمٍ يُحِبُّهُمْ وَيُحِبُّونَهُ أَذِلَّةٍ عَلَى الْمُؤْمِنِينَ أَعِزَّةٍ عَلَى الْكَافِرِينَ يُجَاهِدُونَ فِي سَبِيلِ اللَّهِ وَلَا يَخَافُونَ لَوْمَةَ لَائِمٍ ذَلِكَ فَضْلُ اللَّهِ يُؤْتِيهِ مَن يَشَاءُ وَاللَّهُ وَاسِعٌ عَلِيمٌ,723,"['حب', 'سبيل', 'ائم', 'ذل', 'سع', 'شاء', 'أتي', 'له', 'ؤتي', 'عليم', 'حب', 'جاهد', 'مؤمن', 'دي', 'رتد', 'وم', 'قوم', 'ضل', 'آمنو', 'كافر', 'خاف', 'سوف', 'له', 'عز']"
742,5,55,إِنَّمَا وَلِيُّكُمُ اللَّهُ وَرَسُولُهُ وَالَّذِينَ آمَنُوا الَّذِينَ يُقِيمُونَ الصَّلَاةَ وَيُؤْتُونَ الزَّكَاةَ وَهُمْ رَاكِعُونَ,724,"['آمنو', 'راكع', 'رسول', 'ؤت', 'قيم', 'زكا', 'له', 'كم', 'صلا']"
743,5,56,وَمَن يَتَوَلَّ اللَّهَ وَرَسُولَهُ وَالَّذِينَ آمَنُوا فَإِنَّ حِزْبَ اللَّهِ هُمُ الْغَالِبُونَ,725,"['غالب', 'آمنو', 'رسول', 'حزب', 'له', 'تول']"
744,5,57,يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَتَّخِذُوا الَّذِينَ اتَّخَذُوا دِينَكُمْ هُزُوًا وَلَعِبًا مِّنَ الَّذِينَ أُوتُوا الْكِتَابَ مِن قَبْلِكُمْ وَالْكُفَّارَ أَوْلِيَاءَ وَاتَّقُوا اللَّهَ إِن كُنتُم مُّؤْمِنِينَ,726,"['لياء', 'دي', 'تو', 'آمنو', 'هز', 'عب', 'قبل', 'مؤمن', 'تق', 'تخذ', 'كتاب', 'له', 'كفار', 'تخذ']"
745,5,58,وَإِذَا نَادَيْتُمْ إِلَى الصَّلَاةِ اتَّخَذُوهَا هُزُوًا وَلَعِبًا ذَلِكَ بِأَنَّهُمْ قَوْمٌ لَّا يَعْقِلُونَ,727,"['أن', 'هز', 'عب', 'إذا', 'قوم', 'تخذ', 'عقل', 'نادي', 'صلا']"
746,5,59,قُلْ يَا أَهْلَ الْكِتَابِ هَلْ تَنقِمُونَ مِنَّا إِلَّا أَنْ آمَنَّا بِاللَّهِ وَمَا أُنزِلَ إِلَيْنَا وَمَا أُنزِلَ مِن قَبْلُ وَأَنَّ أَكْثَرَكُمْ فَاسِقُونَ,728,"['نزل', 'آمن', 'له', 'إلى', 'هل', 'كتاب', 'سقو', 'نقم', 'أكثر']"
747,5,60,قُلْ هَلْ أُنَبِّئُكُم بِشَرٍّ مِّن ذَلِكَ مَثُوبَةً عِندَ اللَّهِ مَن لَّعَنَهُ اللَّهُ وَغَضِبَ عَلَيْهِ وَجَعَلَ مِنْهُمُ الْقِرَدَةَ وَالْخَنَازِيرَ وَعَبَدَ الطَّاغُوتَ أُولَئِكَ شَرٌّ مَّكَانًا وَأَضَلُّ عَن سَوَاءِ السَّبِيلِ,729,"['على', 'مثوب', 'مك', 'نبئ', 'سبيل', 'شر', 'غضب', 'جعل', 'طاغوت', 'قرد', 'عن', 'من', 'له', 'ضل', 'أولئك', 'شر', 'عبد', 'خنازير']"
748,7,198,وَإِن تَدْعُوهُمْ إِلَى الْهُدَى لَا يَسْمَعُوا وَتَرَاهُمْ يَنظُرُونَ إِلَيْكَ وَهُمْ لَا يُبْصِرُونَ,1152,"['را', 'سمع', 'نظر', 'بصر', 'دع', 'هدى']"
749,5,62,وَتَرَى كَثِيرًا مِّنْهُمْ يُسَارِعُونَ فِي الْإِثْمِ وَالْعُدْوَانِ وَأَكْلِهِمُ السُّحْتَ لَبِئْسَ مَا كَانُوا يَعْمَلُونَ,731,"['سارع', 'عدو', 'إثم', 'بئس', 'سحت', 'من', 'عمل', 'رى', 'كل']"
750,5,63,لَوْلَا يَنْهَاهُمُ الرَّبَّانِيُّونَ وَالْأَحْبَارُ عَن قَوْلِهِمُ الْإِثْمَ وَأَكْلِهِمُ السُّحْتَ لَبِئْسَ مَا كَانُوا يَصْنَعُونَ,732,"['أحبار', 'إثم', 'لولا', 'بئس', 'سحت', 'صنع', 'رباني', 'قول', 'نها', 'كل']"
751,5,64,وَقَالَتِ الْيَهُودُ يَدُ اللَّهِ مَغْلُولَةٌ غُلَّتْ أَيْدِيهِمْ وَلُعِنُوا بِمَا قَالُوا بَلْ يَدَاهُ مَبْسُوطَتَانِ يُنفِقُ كَيْفَ يَشَاءُ وَلَيَزِيدَنَّ كَثِيرًا مِّنْهُم مَّا أُنزِلَ إِلَيْكَ مِن رَّبِّكَ طُغْيَانًا وَكُفْرًا وَأَلْقَيْنَا بَيْنَهُمُ الْعَدَاوَةَ وَالْبَغْضَاءَ إِلَى يَوْمِ الْقِيَامَةِ كُلَّمَا أَوْقَدُوا نَارًا لِّلْحَرْبِ أَطْفَأَهَا اللَّهُ وَيَسْعَوْنَ فِي الْأَرْضِ فَسَادًا وَاللَّهُ لَا يُحِبُّ الْمُفْسِدِينَ,733,"['قال', 'عداو', 'ساد', 'يهود', 'يد', 'فرا', 'قد', 'نفق', 'نار', 'وم', 'لقي', 'دي', 'أرض', 'كيف', 'قيام', 'كلما', 'شاء', 'دا', 'له', 'طفأ', 'مغلول', 'حب', 'طغي', 'نزل', 'حرب', 'رب', 'غل', 'عن', 'من', 'له', 'مبسوط', 'بغضاء', 'بين', 'مفسد', 'سع', 'زيد']"
752,5,65,وَلَوْ أَنَّ أَهْلَ الْكِتَابِ آمَنُوا وَاتَّقَوْا لَكَفَّرْنَا عَنْهُمْ سَيِّئَاتِهِمْ وَلَأَدْخَلْنَاهُمْ جَنَّاتِ النَّعِيمِ,734,"['ئات', 'لو', 'أدخل', 'آمنو', 'نعيم', 'تق', 'كتاب', 'هل', 'جن', 'عن', 'كفر']"
753,5,66,وَلَوْ أَنَّهُمْ أَقَامُوا التَّوْرَاةَ وَالْإِنجِيلَ وَمَا أُنزِلَ إِلَيْهِم مِّن رَّبِّهِمْ لَأَكَلُوا مِن فَوْقِهِمْ وَمِن تَحْتِ أَرْجُلِهِم مِّنْهُمْ أُمَّةٌ مُّقْتَصِدَةٌ وَكَثِيرٌ مِّنْهُمْ سَاءَ مَا يَعْمَلُونَ,735,"['نزل', 'كلوا', 'ساء', 'لو', 'مة', 'رجل', 'تحت', 'فوق', 'قام', 'أن', 'من', 'رب', 'مقتصد', 'تورا', 'عمل', 'ثير', 'إلى', 'إنجيل']"
754,5,67,يَا أَيُّهَا الرَّسُولُ بَلِّغْ مَا أُنزِلَ إِلَيْكَ مِن رَّبِّكَ وَإِن لَّمْ تَفْعَلْ فَمَا بَلَّغْتَ رِسَالَتَهُ وَاللَّهُ يَعْصِمُكَ مِنَ النَّاسِ إِنَّ اللَّهَ لَا يَهْدِي الْقَوْمَ الْكَافِرِينَ,736,"['نزل', 'قوم', 'فعل', 'كافر', 'رسال', 'رسول', 'ناس', 'لم', 'هدي', 'له', 'لغ', 'له', 'عصم', 'لغت', 'رب']"
755,5,68,قُلْ يَا أَهْلَ الْكِتَابِ لَسْتُمْ عَلَى شَيْءٍ حَتَّى تُقِيمُوا التَّوْرَاةَ وَالْإِنجِيلَ وَمَا أُنزِلَ إِلَيْكُم مِّن رَّبِّكُمْ وَلَيَزِيدَنَّ كَثِيرًا مِّنْهُم مَّا أُنزِلَ إِلَيْكَ مِن رَّبِّكَ طُغْيَانًا وَكُفْرًا فَلَا تَأْسَ عَلَى الْقَوْمِ الْكَافِرِينَ,737,"['لستم', 'فرا', 'هل', 'شيء', 'إنجيل', 'قوم', 'تورا', 'طغي', 'رب', 'قيم', 'نزل', 'إلى', 'لا', 'رب', 'كافر', 'من', 'كتاب', 'زيد', 'أس']"
756,5,69,إِنَّ الَّذِينَ آمَنُوا وَالَّذِينَ هَادُوا وَالصَّابِئُونَ وَالنَّصَارَى مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَعَمِلَ صَالِحًا فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,738,"['حزن', 'هاد', 'آمن', 'آمنو', 'خوف', 'لا', 'صالح', 'له', 'عمل', 'صابئ', 'آخر', 'يوم', 'نصارى']"
757,5,70,لَقَدْ أَخَذْنَا مِيثَاقَ بَنِي إِسْرَائِيلَ وَأَرْسَلْنَا إِلَيْهِمْ رُسُلًا كُلَّمَا جَاءَهُمْ رَسُولٌ بِمَا لَا تَهْوَى أَنفُسُهُمْ فَرِيقًا كَذَّبُوا وَفَرِيقًا يَقْتُلُونَ,739,"['قتل', 'رسل', 'جاء', 'كلما', 'نفس', 'رسول', 'رسل', 'ميثاق', 'فريق', 'قد', 'ذبوا', 'إسرائيل', 'هوى', 'خذ', 'إلى', 'ريق']"
